,ORIGIN,DEST,COUNT
26071,SLC,LIT,5
26072,SLC,LWS,10
26073,SLC,MAD,8
26074,SLC,MAF,5
26075,SLC,MCI,29
26076,SLC,MCO,36
26077,SLC,MDT,1
26078,SLC,MDW,9
26079,SLC,MEM,14
26080,SLC,MEX,21
26081,SLC,MFR,16
26082,SLC,MHR,9
26083,SLC,MHT,3
26084,SLC,MIA,4
26085,SLC,MKE,18
26086,SLC,MSN,10
26087,SLC,MSO,17
26088,SLC,MSP,22
26089,SLC,MSY,19
26090,SLC,MTJ,1
26091,SLC,OAK,51
26092,SLC,OGG,5
26093,SLC,OKC,18
26094,SLC,OMA,22
26095,SLC,ONT,37
26096,SLC,ORD,38
26097,SLC,ORF,3
26098,SLC,PBI,1
26099,SLC,PDX,42
26100,SLC,PHL,21
26101,SLC,PHX,61
26102,SLC,PIH,18
26103,SLC,PIT,9
26104,SLC,PNS,2
26105,SLC,POS,1
26106,SLC,PSC,21
26107,SLC,PSP,9
26108,SLC,PVD,8
26109,SLC,PVG,3
26110,SLC,PVR,11
26111,SLC,RAP,10
26112,SLC,RDM,13
26113,SLC,RDU,16
26114,SLC,RFD,1
26115,SLC,RIC,1
26116,SLC,RNO,32
26117,SLC,ROC,1
26118,SLC,ROW,1
26119,SLC,SAL,1
26120,SLC,SAN,31
26121,SLC,SAT,33
26122,SLC,SCF,1
26123,SLC,SCL,8
26124,SLC,SDF,14
26125,SLC,SEA,41
26126,SLC,SFO,55
26127,SLC,SGU,9
26128,SLC,SJC,33
26129,SLC,SJD,9
26130,SLC,SMF,38
26131,SLC,SNA,21
26132,SLC,STL,25
26133,SLC,STS,1
26134,SLC,SUN,18
26135,SLC,SWF,1
26136,SLC,TEB,2
26137,SLC,TPA,17
26138,SLC,TUL,17
26139,SLC,TUS,12
26140,SLC,TWF,18
26141,SLC,UAM,1
26142,SLC,VEL,6
26143,SLC,VNY,2
26144,SLC,WYS,5
26145,SLC,YEG,1
26146,SLC,YVR,20
26147,SLC,YYC,13
26148,SLC,YYJ,1
26149,SLC,YYZ,9
26150,SLC,ZRH,5
26151,SLE,BFI,2
26152,SLE,LAS,1
26153,SLE,MRY,1
26154,SLE,PDX,18
26155,SLE,SJC,1
26156,SLK,BED,1
26157,SLK,BOS,9
26158,SLK,HPN,2
26159,SLK,ISP,1
26160,SLK,NY7,1
26161,SLK,SJC,1
26162,SLK,TEB,1
26163,SLK,YKF,1
26164,SLN,ABQ,1
26165,SLN,ALO,1
26166,SLN,BUR,1
26167,SLN,DEN,9
26168,SLN,ENV,1
26169,SLN,HYS,6
26170,SLN,LAS,2
26171,SLN,LNK,1
26172,SLN,OAK,2
26173,SLN,ORD,6
26174,SLN,PBI,1
26175,SLN,PHX,1
26176,SLN,RIV,1
26177,SLN,VNY,2
26178,SLP,BHM,1
26179,SLP,DAY,2
26180,SLP,DFW,9
26181,SLP,GDC,1
26182,SLP,IAH,9
26183,SLP,LAN,1
26184,SLP,LCK,1
26185,SLP,LRD,1
26186,SLP,PTK,1
26187,SLQ,ANI,21
26188,SLQ,BET,3
26189,SLQ,CHU,3
26190,SLQ,CKD,5
26191,SLQ,KLG,1
26192,SLQ,RDV,2
26193,SLQ,SRV,7
26194,SLU,AEX,1
26195,SLU,STX,1
26196,SLW,ANB,2
26197,SLW,BTL,2
26198,SLW,CLE,7
26199,SLW,ELP,1
26200,SLW,EVV,9
26201,SLW,GDC,2
26202,SLW,GSP,4
26203,SLW,HKY,1
26204,SLW,LAN,1
26205,SLW,LRD,18
26206,SLW,MCI,3
26207,SLW,MIA,2
26208,SLW,OAK,1
26209,SLW,PTK,2
26210,SLW,RWI,1
26211,SLW,TCL,1
26212,SLW,YIP,5
26213,SMA,IAH,1
26214,SMF,ABE,9
26215,SMF,ABQ,9
26216,SMF,ACV,9
26217,SMF,AMA,2
26218,SMF,AMS,1
26219,SMF,ATL,27
26220,SMF,AUS,9
26221,SMF,BDL,6
26222,SMF,BHM,7
26223,SMF,BLI,1
26224,SMF,BNA,10
26225,SMF,BOI,18
26227,SMF,BOS,20
26228,SMF,BUF,4
26229,SMF,BUR,10
26230,SMF,BWI,23
26231,SMF,BZE,1
26232,SMF,CEC,9
26233,SMF,CLD,1
26234,SMF,CLE,6
26235,SMF,CLT,13
26236,SMF,CMH,4
26237,SMF,COS,2
26238,SMF,CRP,1
26239,SMF,CVG,1
26240,SMF,DAL,9
26241,SMF,DCA,5
26242,SMF,DEN,31
26243,SMF,DFW,9
26244,SMF,DSM,3
26245,SMF,DTW,10
26246,SMF,EKA,3
26247,SMF,ELP,6
26248,SMF,EUG,1
26249,SMF,EWR,17
26250,SMF,FLL,10
26251,SMF,FNT,1
26252,SMF,GCM,1
26253,SMF,GDL,18
26254,SMF,GEG,17
26255,SMF,GJT,1
26256,SMF,GRR,1
26257,SMF,HHR,1
26258,SMF,HNL,10
26259,SMF,HOU,9
26260,SMF,HRL,4
26261,SMF,HUX,2
26262,SMF,IAD,8
26263,SMF,IAH,9
26264,SMF,ICT,6
26265,SMF,IFP,4
26266,SMF,IND,7
26267,SMF,ISP,3
26268,SMF,JAX,4
26269,SMF,JFK,9
26270,SMF,LAS,13
26271,SMF,LAX,32
26272,SMF,LBB,4
26273,SMF,LGA,8
26274,SMF,LGB,18
26275,SMF,LIT,4
26276,SMF,LWS,1
26277,SMF,MAF,2
26278,SMF,MCI,10
26279,SMF,MCO,13
26280,SMF,MDW,9
26281,SMF,MEM,13
26282,SMF,MEX,1
26283,SMF,MFR,1
26284,SMF,MHT,3
26285,SMF,MKE,7
26286,SMF,MSN,1
26287,SMF,MSO,2
26288,SMF,MSP,26
26289,SMF,MSY,10
26290,SMF,OAK,4
26291,SMF,OGG,9
26292,SMF,OKC,9
26293,SMF,OMA,8
26294,SMF,ONT,13
26295,SMF,ORD,19
26296,SMF,ORF,1
26297,SMF,PBI,5
26298,SMF,PDX,25
26299,SMF,PHL,8
26300,SMF,PHX,28
26301,SMF,PIT,11
26302,SMF,PSP,1
26303,SMF,PVD,6
26304,SMF,PVR,2
26305,SMF,RDD,9
26306,SMF,RDU,9
26307,SMF,RFD,10
26308,SMF,RNO,4
26309,SMF,RSW,6
26310,SMF,SAN,24
26311,SMF,SAP,1
26312,SMF,SAT,10
26313,SMF,SDF,6
26314,SMF,SEA,36
26315,SMF,SFO,18
26316,SMF,SJD,13
26317,SMF,SJO,1
26318,SMF,SKF,1
26319,SMF,SLC,37
26320,SMF,SNA,9
26321,SMF,STL,10
26322,SMF,STS,1
26323,SMF,TEB,1
26324,SMF,TPA,14
26325,SMF,TUL,8
26326,SMF,TUS,9
26327,SMF,TYS,1
26328,SMF,UKI,9
26329,SMF,XNA,1
26330,SMF,XXN,1
26333,SMF,YVR,6
26334,SMF,ZRH,1
26336,SMK,ANC,5
26337,SMK,ELI,2
26338,SMK,GAM,1
26339,SMK,KKA,4
26340,SMK,KOT,5
26341,SMK,KTS,1
26342,SMK,MRI,1
26343,SMK,OME,18
26344,SMK,SKK,2
26345,SMK,SVA,1
26346,SMK,TLA,2
26347,SMK,UNK,16
26348,SMK,WBB,1
26349,SMK,WMO,2
26350,SMN,BOI,9
26351,SMO,MRY,1
26352,SMO,MYF,1
26353,SMO,OAK,1
26354,SMO,SBA,2
26355,SMX,LAS,9
26356,SMX,LAX,1
26357,SMX,ONT,9
26358,SMX,SBP,4
26359,SMX,YVR,1
26360,SNA,ABQ,21
26361,SNA,ALB,1
26362,SNA,AMA,8
26363,SNA,ATL,17
26364,SNA,AUS,16
26365,SNA,AZA,1
26366,SNA,BDL,3
26367,SNA,BFI,2
26368,SNA,BHM,3
26369,SNA,BNA,9
26370,SNA,BOI,9
26371,SNA,BOS,6
26372,SNA,BUF,2
26373,SNA,BUR,5
26374,SNA,BWI,2
26375,SNA,BZE,1
26376,SNA,CHS,1
26377,SNA,CLE,5
26378,SNA,CMH,9
26379,SNA,COS,2
26380,SNA,CRP,4
26381,SNA,CVG,3
26382,SNA,CYS,1
26383,SNA,DAL,11
26384,SNA,DCA,13
26385,SNA,DEN,30
26386,SNA,DFW,9
26387,SNA,DSM,3
26388,SNA,DTW,15
26389,SNA,ELP,9
26390,SNA,EWR,13
26391,SNA,FAR,1
26392,SNA,FLL,2
26393,SNA,GEG,9
26394,SNA,GJT,3
26395,SNA,GRR,6
26396,SNA,HAF,1
26397,SNA,HHR,2
26398,SNA,HOU,11
26399,SNA,HPN,1
26400,SNA,IAD,9
26401,SNA,IAH,10
26402,SNA,ICT,3
26403,SNA,IND,5
26404,SNA,ISP,2
26405,SNA,JAX,4
26406,SNA,LAS,27
26407,SNA,LAX,8
26408,SNA,LBB,4
26409,SNA,LGA,3
26410,SNA,LGB,1
26411,SNA,LIT,6
26412,SNA,LUK,1
26413,SNA,MAF,2
26414,SNA,MCI,12
26415,SNA,MCO,6
26416,SNA,MDW,13
26417,SNA,MEM,12
26418,SNA,MIA,7
26419,SNA,MKE,9
26420,SNA,MRY,2
26421,SNA,MSN,1
26422,SNA,MSP,22
26423,SNA,MSY,8
26424,SNA,NHT,1
26425,SNA,NUQ,1
26426,SNA,OAK,15
26427,SNA,OKC,8
26428,SNA,OMA,10
26429,SNA,ORD,19
26430,SNA,PDX,18
26431,SNA,PHL,4
26432,SNA,PHX,27
26433,SNA,PIT,8
26434,SNA,PSP,1
26435,SNA,PVR,9
26436,SNA,RDM,1
26437,SNA,RDU,5
26438,SNA,RFD,2
26439,SNA,RIC,3
26440,SNA,RNO,10
26441,SNA,RSW,4
26442,SNA,SAL,1
26443,SNA,SAN,2
26444,SNA,SAT,14
26445,SNA,SDF,10
26446,SNA,SEA,40
26447,SNA,SFO,40
26448,SNA,SJC,26
26449,SNA,SJD,19
26450,SNA,SLC,18
26451,SNA,SMF,9
26452,SNA,STL,9
26453,SNA,STS,9
26454,SNA,SWF,1
26455,SNA,TEB,2
26456,SNA,TN8,1
26457,SNA,TPA,6
26458,SNA,TRM,1
26459,SNA,TUL,8
26460,SNA,TUS,8
26461,SNA,TXK,1
26462,SNA,VNY,3
26463,SNA,YVR,10
26464,SNA,YYC,1
26465,SNA,YYZ,2
26466,SNN,AFW,1
26467,SNN,ALB,1
26468,SNN,ATL,13
26469,SNN,BGR,1
26470,SNN,BIF,1
26471,SNN,BNA,1
26472,SNN,BOS,9
26473,SNN,EWR,7
26474,SNN,FRG,1
26475,SNN,IAD,1
26476,SNN,IND,1
26477,SNN,JFK,21
26478,SNN,LAS,1
26479,SNN,MRY,1
26480,SNN,ORD,11
26481,SNN,PHL,6
26482,SNN,PVD,9
26483,SNN,ROC,1
26484,SNN,SWF,9
26485,SNN,TEB,3
26486,SNP,ANC,23
26487,SNP,DLG,1
26488,SNP,SDP,1
26489,SNP,SNP,2
26490,SNP,STG,11
26491,SNR,BOS,1
26492,SNR,MIA,4
26493,SNS,OXR,2
26494,SNU,FLL,9
26495,SNU,MIA,31
26496,SNU,PBI,1
26497,SNU,SRQ,1
26498,SNU,TPA,9
26499,SOP,DAY,1
26500,SOP,OLV,1
26501,SOP,RBW,1
26502,SOP,YYZ,1
26503,SOV,HOM,11
26504,SOV,KEB,9
26505,SOV,PGM,9
26506,SOV,SOV,1
26507,SOW,PHX,9
26508,SPB,SSB,9
26509,SPI,CUN,1
26510,SPI,DCA,4
26511,SPI,DFW,9
26512,SPI,DSM,1
26513,SPI,IFP,6
26514,SPI,MDW,1
26515,SPI,ORD,9
26517,SPI,PGD,9
26518,SPI,SFB,1
26519,SPI,STL,1
26520,SPI,XNA,2
26521,SPM,DOV,1
26522,SPN,CAN,9
26523,SPN,GUM,24
26524,SPN,HGH,9
26525,SPN,HKG,19
26526,SPN,ICN,8
26527,SPN,NRT,6
26528,SPN,PEK,9
26529,SPN,PVG,9
26530,SPN,ROP,32
26531,SPN,TIQ,19
26532,SPS,DFW,9
26533,SPS,ENV,2
26534,SPS,GRK,2
26535,SPS,IFP,5
26536,SQA,SBP,1
26537,SQA,SMX,1
26538,SQL,APC,1
26539,SQL,BUR,1
26540,SQL,HHR,3
26541,SQL,SBA,1
26542,SQL,TKF,1
26543,SQL,VNY,1
26544,SQV,BFI,2
26545,SRQ,ATL,9
26546,SRQ,BCT,1
26547,SRQ,BOS,6
26548,SRQ,BUF,1
26549,SRQ,CAE,2
26550,SRQ,CHS,1
26551,SRQ,CLT,9
26552,SRQ,CMH,1
26553,SRQ,CVG,6
26554,SRQ,DCA,10
26555,SRQ,DTW,4
26556,SRQ,EWR,15
26557,SRQ,FLL,3
26558,SRQ,GPT,8
26559,SRQ,HAR,1
26560,SRQ,HPN,5
26561,SRQ,IND,5
26562,SRQ,JAN,1
26563,SRQ,JFK,12
26564,SRQ,JST,1
26565,SRQ,LGA,14
26566,SRQ,MDW,1
26567,SRQ,MLB,1
26568,SRQ,ORD,17
26569,SRQ,ORF,1
26570,SRQ,PBI,1
26571,SRQ,PDK,1
26572,SRQ,PGD,2
26573,SRQ,PIA,1
26574,SRQ,PIE,1
26575,SRQ,PIT,9
26576,SRQ,PLS,1
26577,SRQ,PWK,1
26578,SRQ,PWM,9
26579,SRQ,RSW,3
26580,SRQ,SEA,6
26581,SRQ,TEB,2
26582,SRQ,TPA,3
26583,SRQ,YYZ,4
26584,SRQ,ZRH,1
26585,SRV,ANI,12
26586,SRV,BET,2
26587,SRV,CHU,2
26588,SRV,CKD,2
26589,SRV,RDV,3
26590,SRV,SLQ,5
26591,SSA,MIA,6
26592,SSB,SPB,9
26593,SSI,APF,1
26594,SSI,BNA,1
26595,SSI,SDF,1
26596,SSI,TEB,1
26597,STC,AZA,9
26598,STC,CMH,1
26599,STC,GA5,1
26600,STC,IFP,6
26601,STC,PGD,4
26602,STC,TEB,1
26603,STC,TTN,1
26604,STG,ANC,18
26605,STG,SNP,8
26606,STI,ATL,6
26607,STI,BOS,9
26608,STI,BWI,1
26609,STI,DTW,1
26610,STI,EWR,18
26611,STI,FLL,14
26612,STI,IAD,1
26613,STI,ILM,1
26614,STI,JFK,19
26615,STI,MCO,2
26616,STI,MIA,18
26617,STI,ORF,1
26618,STI,SJU,10
26619,STL,ABQ,9
26620,STL,AEX,2
26621,STL,ALB,10
26622,STL,AMA,3
26623,STL,AMS,6
26624,STL,ANU,1
26625,STL,APF,1
26626,STL,ATL,21
26627,STL,ATW,1
26628,STL,AUS,11
26629,STL,AZA,3
26630,STL,BAF,1
26631,STL,BDL,8
26632,STL,BFD,1
26633,STL,BHM,6
26634,STL,BMI,1
26635,STL,BNA,13
26636,STL,BOI,10
26637,STL,BON,1
26638,STL,BOS,11
26639,STL,BRL,9
26640,STL,BTR,1
26641,STL,BTV,3
26642,STL,BUF,9
26643,STL,BUR,7
26644,STL,BWI,10
26645,STL,BZE,1
26646,STL,BZN,1
26647,STL,CDG,7
26648,STL,CGI,6
26649,STL,CHO,1
26650,STL,CHS,8
26651,STL,CLE,9
26652,STL,CLL,1
26653,STL,CLT,21
26654,STL,CMH,11
26655,STL,CMI,1
26656,STL,COS,3
26657,STL,CRP,7
26658,STL,CRW,1
26659,STL,CUN,21
26660,STL,CVG,40
26661,STL,DAL,12
26662,STL,DAY,1
26663,STL,DCA,38
26664,STL,DEC,15
26665,STL,DEN,54
26666,STL,DFW,24
26667,STL,DSM,10
26668,STL,DTW,36
26669,STL,ECP,8
26670,STL,ELM,3
26671,STL,ELP,9
26672,STL,EWR,37
26673,STL,FAB,1
26674,STL,FLL,12
26675,STL,FOD,9
26676,STL,FYV,1
26677,STL,GCM,1
26678,STL,GDL,1
26679,STL,GEG,6
26680,STL,GNV,1
26681,STL,GPT,8
26682,STL,GRR,4
26683,STL,GSO,6
26684,STL,GSP,5
26685,STL,HOU,9
26686,STL,HPN,3
26687,STL,HRL,5
26688,STL,HSV,1
26689,STL,HUX,6
26690,STL,IAD,28
26691,STL,IAH,27
26692,STL,ICT,9
26693,STL,IFP,5
26694,STL,IND,16
26695,STL,INT,1
26696,STL,IRK,9
26697,STL,ISP,3
26698,STL,JAX,11
26699,STL,JBR,9
26700,STL,JFK,3
26701,STL,KEF,5
26702,STL,KOA,1
26703,STL,LAN,1
26704,STL,LAS,21
26705,STL,LAX,19
26706,STL,LBB,6
26707,STL,LGA,39
26708,STL,LGB,4
26709,STL,LHR,4
26710,STL,LIT,11
26711,STL,LTN,1
26712,STL,MAF,6
26713,STL,MBJ,12
26714,STL,MCI,12
26715,STL,MCO,22
26716,STL,MDW,13
26717,STL,MEM,10
26718,STL,MHT,3
26719,STL,MIA,26
26720,STL,MKC,1
26721,STL,MKE,11
26722,STL,MKL,9
26723,STL,MSN,1
26724,STL,MSP,41
26725,STL,MSY,9
26726,STL,MWA,9
26727,STL,MXP,5
26728,STL,NAS,1
26729,STL,OAK,9
26730,STL,OKC,9
26731,STL,OMA,19
26732,STL,ONT,8
26733,STL,ORD,75
26734,STL,ORF,7
26735,STL,OWB,9
26736,STL,PBI,5
26737,STL,PDX,12
26738,STL,PGV,1
26739,STL,PHL,41
26740,STL,PHX,20
26741,STL,PIT,16
26742,STL,PNS,4
26743,STL,PSC,1
26744,STL,PSE,1
26745,STL,PTK,1
26746,STL,PUJ,11
26747,STL,PVD,8
26748,STL,PVR,9
26749,STL,RDU,10
26750,STL,RFD,10
26751,STL,RIC,4
26752,STL,RNO,9
26753,STL,ROC,2
26754,STL,RSW,14
26755,STL,RTB,1
26756,STL,SAN,21
26757,STL,SAT,10
26758,STL,SBA,1
26759,STL,SCE,1
26760,STL,SDF,11
26761,STL,SDM,1
26762,STL,SEA,21
26763,STL,SFO,23
26764,STL,SGF,9
26765,STL,SHV,1
26766,STL,SJC,10
26767,STL,SJD,5
26768,STL,SJU,11
26769,STL,SLC,25
26770,STL,SMF,11
26771,STL,SNA,11
26772,STL,SRQ,1
26773,STL,TBN,9
26774,STL,TEB,1
26775,STL,TPA,13
26776,STL,TTN,1
26777,STL,TUL,10
26778,STL,TUS,5
26779,STL,TYS,1
26780,STL,UIN,6
26781,STL,XNA,2
26782,STL,YUL,1
26783,STL,YWG,1
26784,STL,YYZ,10
26785,STN,ATL,7
26786,STN,BOS,2
26787,STN,EWR,6
26788,STN,IAD,1
26789,STN,IND,9
26790,STN,JFK,1
26791,STN,LAS,2
26792,STN,LAX,1
26793,STN,MCO,2
26794,STN,MDW,1
26795,STN,MEM,9
26796,STN,MIA,1
26797,STN,RSW,1
26798,STN,SDF,9
26799,STN,SJC,1
26800,STN,TEB,2
26801,STP,PDK,1
26802,STP,PIT,1
26803,STP,TRC,1
26804,STP,YQR,1
26805,STP,YYZ,1
26806,STR,ATL,10
26807,STR,BHM,8
26808,STR,COS,1
26809,STR,IAH,1
26810,STR,LAS,1
26811,STR,LAX,1
26812,STR,PDX,1
26813,STR,POB,1
26814,STR,PTK,2
26815,STR,RIV,1
26816,STR,RSW,1
26817,STR,TEB,2
26818,STS,ASE,2
26819,STS,BUR,4
26820,STS,DPA,1
26821,STS,HHR,2
26822,STS,LAS,3
26823,STS,LAX,9
26824,STS,MSP,4
26825,STS,OAK,2
26826,STS,PDX,12
26827,STS,PHX,12
26828,STS,SAN,10
26829,STS,SBA,1
26830,STS,SEA,9
26831,STS,SFO,9
26832,STS,SLC,1
26833,STS,SNA,9
26834,STT,ATL,9
26835,STT,AXA,9
26836,STT,CPX,3
26837,STT,EIS,7
26838,STT,EWR,3
26839,STT,FLL,10
26840,STT,IAD,6
26841,STT,IAH,3
26842,STT,JAX,1
26843,STT,JFK,6
26844,STT,MIA,11
26845,STT,NEV,1
26846,STT,SBH,10
26847,STT,SIG,1
26848,STT,SJU,51
26849,STT,SKB,9
26850,STT,STX,36
26851,STT,SXM,1
26852,STT,TEB,1
26853,STT,VIJ,6
26854,STT,VQS,2
26855,STX,ATL,8
26856,STX,CLT,8
26857,STX,FLL,5
26858,STX,MIA,13
26859,STX,PBI,1
26860,STX,SBH,1
26861,STX,SIG,2
26862,STX,SJU,37
26863,STX,STT,31
26864,STX,TTN,1
26865,STX,VQS,9
26866,SUA,HPN,2
26867,SUA,LUK,1
26868,SUA,MMU,1
26869,SUA,ORF,1
26870,SUA,PBI,1
26871,SUA,SGR,1
26872,SUA,TEB,1
26873,SUA,TN8,2
26874,SUA,YHU,1
26875,SUA,YLS,1
26876,SUA,YTM,1
26877,SUA,YYZ,1
26878,SUN,APC,1
26879,SUN,BED,1
26880,SUN,BOI,1
26881,SUN,BUR,1
26882,SUN,BZN,1
26883,SUN,DEN,8
26884,SUN,FOK,1
26885,SUN,LAX,10
26886,SUN,LTN,1
26887,SUN,OAK,1
26888,SUN,ORD,1
26889,SUN,PDX,7
26890,SUN,PTK,1
26891,SUN,SEA,8
26892,SUN,SFO,8
26893,SUN,SJC,1
26894,SUN,SLC,18
26895,SUN,SNA,2
26896,SUN,TWF,5
26897,SUN,YUL,1
26898,SUN,YVR,5
26899,SUO,CLM,1
26900,SUO,YVR,1
26901,SUS,BNA,1
26902,SUS,DEN,1
26903,SUS,FTY,1
26904,SUS,MDW,1
26905,SUS,MIA,1
26906,SUS,MRK,1
26907,SUS,NAP,1
26908,SUS,PLS,1
26909,SUS,TEB,1
26910,SUS,YIP,1
26911,SUS,YXU,2
26912,SUU,ANC,4
26913,SUU,DOV,1
26914,SUU,HIK,3
26915,SUU,HKG,1
26916,SUU,HNL,1
26917,SUU,LAX,1
26918,SUU,MHR,1
26919,SUU,MZJ,4
26920,SUU,SDF,1
26921,SUU,SUU,1
26922,SUU,VCP,1
26923,SUX,DFW,9
26924,SUX,ENV,2
26925,SUX,FOE,1
26926,SUX,IFP,2
26927,SUX,LNK,1
26928,SUX,ORD,9
26929,SUX,TVL,1
26930,SVA,ANC,9
26931,SVA,GAM,21
26932,SVA,OME,34
26933,SVA,SMK,1
26934,SVA,TLA,1
26935,SVA,UNK,1
26936,SVA,WBB,1
26937,SVA,WMO,1
26938,SVC,ABQ,9
26939,SVC,PHX,9
26940,SVD,HPN,1
26941,SVD,JFK,7
26942,SVD,MIA,6
26943,SVD,SJU,2
26944,SVH,BHM,2
26945,SVH,IND,1
26946,SVH,LRD,1
26947,SVH,MQY,1
26948,SVH,SAT,1
26949,SVH,SDF,1
26950,SVN,DFW,1
26951,SVN,MEI,1
26952,SVO,CHS,2
26953,SVO,DFW,7
26954,SVO,HSV,1
26955,SVO,IAD,10
26956,SVO,JFK,9
26957,SVO,LAX,9
26958,SVO,LCK,3
26959,SVO,MIA,9
26960,SVO,ORD,12
26961,SVO,TEB,2
26962,SVS,FAI,10
26963,SVS,WBQ,6
26964,SWD,HOM,2
26965,SWD,TKA,1
26966,SWF,ABE,1
26967,SWF,ASE,1
26968,SWF,BFS,9
26969,SWF,BGO,9
26970,SWF,BOD,1
26971,SWF,BOS,1
26972,SWF,BUF,1
26973,SWF,DAY,1
26974,SWF,DCA,1
26975,SWF,DFW,1
26976,SWF,DTW,9
26977,SWF,DUB,9
26978,SWF,EDI,9
26979,SWF,EWR,14
26980,SWF,FDF,1
26981,SWF,FLL,9
26982,SWF,FOK,1
26983,SWF,FRY,1
26984,SWF,GND,1
26985,SWF,GRR,1
26986,SWF,HPN,1
26987,SWF,IAD,1
26989,SWF,JFK,6
26990,SWF,KEF,1
26991,SWF,LGA,3
26992,SWF,LGW,1
26993,SWF,LNK,1
26994,SWF,LYH,1
26995,SWF,MCO,9
26996,SWF,MDT,1
26997,SWF,MEM,9
26998,SWF,MHH,1
26999,SWF,MQY,1
27000,SWF,MSP,1
27001,SWF,MYR,5
27002,SWF,OAK,1
27003,SWF,OKC,1
27004,SWF,ORD,1
27005,SWF,ORL,1
27006,SWF,PBI,1
27007,SWF,PGD,9
27008,SWF,PHL,13
27009,SWF,PHX,1
27010,SWF,PIE,9
27011,SWF,PIT,1
27012,SWF,PTP,1
27013,SWF,RDU,1
27014,SWF,RKD,1
27016,SWF,SDF,11
27017,SWF,SFB,9
27018,SWF,SJC,1
27019,SWF,SNN,9
27021,SWF,TEB,3
27022,SWF,TPA,1
27023,SWF,YKF,1
27024,SWF,YQX,1
27025,SWF,YYR,1
27026,SWF,YYT,1
27027,SWO,AUS,1
27028,SWO,BOI,1
27029,SWO,DFW,9
27030,SWO,GCK,1
27031,SWO,GTR,1
27032,SWO,IAH,1
27033,SWO,LBB,1
27034,SWO,MHK,1
27035,SWO,OKC,1
27036,SWO,TN8,1
27037,SXB,SFO,1
27038,SXB,SJC,2
27039,SXF,BED,1
27040,SXF,IAD,1
27041,SXF,LAX,1
27042,SXF,TEB,2
27043,SXM,ATL,9
27044,SXM,BDL,1
27045,SXM,BOS,1
27046,SXM,BWI,1
27047,SXM,EWR,7
27048,SXM,FLL,8
27049,SXM,JAX,1
27050,SXM,JFK,9
27051,SXM,LAX,1
27052,SXM,MIA,12
27053,SXM,SJU,22
27054,SXM,TEB,2
27055,SXP,ATT,1
27056,SXP,AUK,14
27057,SXP,BET,17
27058,SXP,EMK,21
27059,SXP,HPB,1
27060,SXP,KOT,8
27061,SXP,KSM,15
27062,SXP,MLL,2
27063,SXP,MOU,10
27064,SXP,PQS,7
27065,SXP,RSH,7
27066,SXP,SCM,4
27067,SXP,VAK,1
27068,SXQ,FAI,1
27069,SYB,A43,13
27070,SYD,DFW,9
27071,SYD,HNL,37
27072,SYD,IAH,9
27073,SYD,JFK,10
27074,SYD,LAX,45
27075,SYD,MSP,1
27076,SYD,SFO,18
27077,SYR,ABE,1
27078,SYR,ACY,4
27079,SYR,AEX,1
27080,SYR,ATL,10
27081,SYR,AVL,1
27082,SYR,AZO,1
27083,SYR,BDL,8
27084,SYR,BED,2
27085,SYR,BNA,3
27086,SYR,BOS,19
27087,SYR,BTV,9
27088,SYR,BUF,12
27089,SYR,BWI,1
27090,SYR,CHO,5
27091,SYR,CLT,19
27092,SYR,DAY,1
27093,SYR,DCA,27
27094,SYR,DEN,3
27095,SYR,DTW,33
27096,SYR,EWR,42
27097,SYR,FAY,1
27098,SYR,FLL,14
27099,SYR,FNT,1
27100,SYR,GSO,2
27101,SYR,GSP,1
27102,SYR,GTR,1
27103,SYR,HPN,3
27104,SYR,IAD,33
27105,SYR,IND,12
27106,SYR,INT,2
27107,SYR,ITH,3
27108,SYR,JAX,2
27109,SYR,JFK,20
27110,SYR,LGA,16
27111,SYR,MCO,11
27112,SYR,MDT,1
27113,SYR,MEM,9
27114,SYR,MHT,5
27115,SYR,MIA,3
27116,SYR,MQY,1
27117,SYR,MSP,9
27118,SYR,MYR,4
27119,SYR,OMA,1
27120,SYR,ORD,51
27121,SYR,PHF,1
27122,SYR,PHL,30
27123,SYR,PIE,9
27124,SYR,PIT,4
27125,SYR,RDU,11
27126,SYR,ROA,9
27127,SYR,ROC,1
27128,SYR,SBN,1
27129,SYR,SCE,1
27130,SYR,SDF,14
27131,SYR,SFB,5
27132,SYR,SJO,1
27133,SYR,STL,1
27134,SYR,SYR,1
27135,SYR,TLH,2
27136,SYR,VGC,1
27137,SYR,YOW,1
27138,SYR,YUL,1
27139,SYR,YYZ,11
27140,SZG,OPF,1
27141,SZL,HIK,1
27142,SZX,ANC,9
27143,SZX,LAX,9
27144,SZX,SEA,9
27145,T2N,RST,1
27146,T4X,MEI,1
27147,TAB,JFK,9
27148,TAB,MIA,1
27149,TAB,OKC,1
27150,TAB,OPF,1
27151,TAB,PBI,1
27152,TAL,FAI,21
27153,TAL,HSL,9
27154,TAL,HUS,7
27155,TAL,NUL,1
27156,TAL,RBY,1
27157,TAL,RMP,1
27158,TAL,TAL,1
27159,TAM,IAH,9
27160,TAO,LAX,9
27161,TAO,SFO,9
27162,TAR,CHS,9
27163,TAR,JFK,3
27164,TAR,PAE,6
27165,TAS,JFK,9
27166,TBN,STL,9
27167,TBU,PPG,9
27168,TCB,FLL,10
27169,TCB,FPR,3
27170,TCB,SFB,9
27171,TCC,IRK,1
27172,TCL,AEX,1
